Item_ID	Sentence	PP1	PP1Length	PP2	PP2Length	PNP1cat	PNP2cat	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
56301:11	and then you cook it for seven minutes on high.	for seven minutes	3	on high	2	fullnp	fullnp	1110	 "MALE"	 1961	 "WESTERN"	 3	 "CASH"	71	158	A	2609	355	"ELECTIONS AND VOTING"	1	1	2
56317:8	and you microwave it on high for seven minutes,	on high	2	for seven minutes	3			1110	 "MALE"	 1961	 "WESTERN"	 3	 "CASH"	75	170	A	2609	355	"ELECTIONS AND VOTING"	1	1	2
56330:8	and you cook it for another three minutes on high, you know, just mainly *-1 to melt the cheese and everything, and let all the seasoning melt into it.	for another three minutes	4	on high	2	fullnp	fullnp	1233	 "FEMALE"	 1931	 "NEW ENGLAND"	 3	 "CASH"	78	180	B	2609	355	"ELECTIONS AND VOTING"	1	1	2
56639:42	i, i, in fact i was in texas for a little while.	in texas	2	for a little while	4	fullnp	fullnp	1226	 "FEMALE"	 1970	 "SOUTHERN"	 2	 "CASH"	80	140	B	2611	303	"CLOTHING AND DRESS"	1	1	1
56682:21	and, uh, we're only going down there for the food, though.	down there	2	for the food	3			1226	 "FEMALE"	 1970	 "SOUTHERN"	 2	 "CASH"	94	170	B	2611	303	"CLOTHING AND DRESS"	1	1	1
56816:18	and you had *-1 to vote for, you know, yes or no on each of them	for, you know, yes or no	6	on each of them	4	fullnp	fullnp	1140	 "MALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	12	32	B	2615	318	"AUTO REPAIRS"	2	1	1
57026:10	but most people think of it as a right.	of it	2	as a right	3	pronoun		1069	 "MALE"	 1950	 "SOUTH MIDLAND"	 2	 "GIFT"	83	171	A	2615	318	"AUTO REPAIRS"	2	1	1
57166:50	and, uh, you know, a lot of people like those that *t*-1 work in the legal department for their, the real, uh, higher ups, like the the, lawy-, the t i lawyers, and, uh, those that *t*-2 work for the, the higher executives, those secretaries. they, uh, they really dress up all the time.	in the legal department	4	for their, the real, uh, higher ups, like the the, lawy-, the t i lawyers	15	fullnp	fullnp	1140	 "MALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	134	261	B	2615	318	"AUTO REPAIRS"	2	1	1
57186:15	but, uh, he goes to work in his blue jeans, t-shirt, and tennis shoes,	to work	2	in his blue jeans, t-shirt, and tennis shoes	8			1027	 "FEMALE"	 1961	 "NORTH MIDLAND"	 2	 "CASH"	6	12	B	2617	328	"VIETNAM WAR"	1	1	1
57215:11	and he'll be over there until july first *-1 setting up some kind of computers for them.	over there	2	until july first	3			1027	 "FEMALE"	 1961	 "NORTH MIDLAND"	 2	 "CASH"	14	33	B	2617	328	"VIETNAM WAR"	1	1	1
57229:59	but, uh, he didn't carry any ties or anything because he, he just went over there with the that attitude, well if i don't take it then they won't make me wear it.	over there	2	with the that attitude, well if i don't take it then they won't make me wear it	19			1027	 "FEMALE"	 1961	 "NORTH MIDLAND"	 2	 "CASH"	18	42	B	2617	328	"VIETNAM WAR"	1	1	1
57323:62	uh, uh, a little simple shell, shell blouse, you know, that you can make *t*-1 for about, say ten dollars at, you know, at, at the most out of a decent fabric, boy, runs you like twenty something dollars in the store.	for about, say ten dollars at, you know, at, at the most	12	out of a decent fabric	5	fullnp	fullnp	1005	 "FEMALE"	 1956	 "WESTERN"	 2	 "GIFT"	55	100	A	2617	328	"VIETNAM WAR"	1	1	1
57773:25	and, uh, boy that *ich*-1 *ich*-2 was, uh, really a mess back under there under the, in that van.	back under there	3	in that van	3			1231	 "FEMALE"	 1956	 "MIXED"	 3	 "CASH"	18	37	A	2627	306	"RECIPES/FOOD/COOKING"	2	2	2
57801:25	and, uh, i had *-1 to struggle with that for a while *-1 to figure which belt *t*-2 goes where.	with that	2	for a while	3	fullnp	fullnp	1231	 "FEMALE"	 1956	 "MIXED"	 3	 "CASH"	26	56	A	2627	306	"RECIPES/FOOD/COOKING"	2	2	2
58025:78	and i think, i guess, 0 in, in, uh, ironic way a lot of good came from the vietnam war toward this war	from the vietnam war	4	toward this war	3	fullnp	fullnp	1231	 "FEMALE"	 1956	 "MIXED"	 3	 "CASH"	102	204	A	2627	306	"RECIPES/FOOD/COOKING"	2	2	2
58225:27	and it *exp*-1's so easy * to convert from one set of units to another.	from one set of units	5	to another	2	fullnp	fullnp	1231	 "FEMALE"	 1956	 "MIXED"	 3	 "CASH"	164	343	A	2627	306	"RECIPES/FOOD/COOKING"	2	2	2
58248:30	and the problem is that we tried *-1 to convert everything from inches to centimeters * preserving basically the inches but expressing them as centimeters rather than * saying no, a centimeter is about the width of your thumbnail, or whatever, and, you know, and leaving it at that	from inches	2	to centimeters	2	fullnp	fullnp	1231	 "FEMALE"	 1956	 "MIXED"	 3	 "CASH"	168	361	A	2627	306	"RECIPES/FOOD/COOKING"	2	2	2
58250:11	and * get used to it from scratch,	to it	2	from scratch	2	pronoun		1174	 "MALE"	 1962	 "MIXED"	 2	 "CASH"	169	362	B	2627	306	"RECIPES/FOOD/COOKING"	2	2	2
58251:17	cause i still can't convert back and forth from inches to centimeters	from inches	2	to centimeters	2	fullnp	fullnp	1231	 "FEMALE"	 1956	 "MIXED"	 3	 "CASH"	170	363	A	2627	306	"RECIPES/FOOD/COOKING"	2	2	2
58276:21	well, i mean, it's more *ich*-1 our fault than theirs at this point because they, they saw the light, um,	than theirs	2	at this point	3	fullnp	fullnp	1225	 "FEMALE"	 1946	 "SOUTHERN"	 1	 "CASH"	7	13	A	2628	329	"WOMEN'S ROLES"	1	1	2
58350:28	but they decided *-1 to do it to make themselves in sync with the rest of europe, or the rest of continental europe	in sync	2	with the rest of europe, or the rest of continental europe	11	fullnp	fullnp	1225	 "FEMALE"	 1946	 "SOUTHERN"	 1	 "CASH"	35	59	A	2628	329	"WOMEN'S ROLES"	1	1	2
58600:14	and you can just leave it in the pot on a stove until you're ready.	in the pot	3	on a stove	3	fullnp	fullnp	1225	 "FEMALE"	 1946	 "SOUTHERN"	 1	 "CASH"	115	228	A	2628	329	"WOMEN'S ROLES"	1	1	2
58890:11	i went to school at, uh, well i went to school at west virginia university,	to school	2	at	1	fullnp	fullnp	1110	 "MALE"	 1961	 "WESTERN"	 3	 "CASH"	87	159	A	2634	314	"GUN CONTROL"	2	2	1
58890:39	i went to school at, uh, well i went to school at west virginia university,	to school	2	at west virginia university	4	fullnp	fullnp	1110	 "MALE"	 1961	 "WESTERN"	 3	 "CASH"	87	159	A	2634	314	"GUN CONTROL"	2	2	1
59337:45	and, um, uh, see i've been very frustrated when i do debate with people about it *t*-1.	with people	2	about it	2	fullnp	pronoun	1235	 "FEMALE"	 1957	 "NYC"	 3	 "CASH"	50	101	B	2641	351	"PETS"	3	2	2
59493:182	what *t*-1 is happening at least in this state and i expect *-1 to see it in other states very soon, legislation *ich*-4 been introduced *-2 as that, if a citizen of the state, *-3 being, myself, has not committed a felony and has completed a certified weapons course, i can carry a weapon *ich*-1 on me at all times concealed or uncon-, unconcealed *t*-5.	on me	2	at all times	3	pronoun		1235	 "FEMALE"	 1957	 "NYC"	 3	 "CASH"	100	208	B	2641	351	"PETS"	3	2	2
59782:9	i was talking to a friend of mine about this the other day	to a friend of mine	5	about this	2	fullnp	fullnp	1209	 "MALE"	 1954	 "SOUTH MIDLAND"	 2	 "GIFT"	31	57	A	2645	364	"HOBBIES AND CRAFTS"	2	5	3
59810:58	by then you should all should have a plan worked * where you can make it on your own without our help *t*-1.	on your own	3	without our help	3	fullnp	fullnp	1078	 "MALE"	 1964	 "MIXED"	 9	 "GIFT"	42	73	B	2645	364	"HOBBIES AND CRAFTS"	2	5	3
59925:16	and it really didn't dawn on me until sunday,	on me	2	until sunday	2	pronoun		1078	 "MALE"	 1964	 "MIXED"	 9	 "GIFT"	86	145	B	2645	364	"HOBBIES AND CRAFTS"	2	5	3
60088:73	and one of his fish jumped out of the, um, gosh, what do you call *t*-1 it, fish tank. and fried itself,, on the radiator behind the dresser.	on the radiator	3	behind the dresser	3	fullnp	fullnp	1179	 "FEMALE"	 1959	 "SOUTH MIDLAND"	 2	 "GIFT"	19	35	A	2648	302	"AIR POLLUTION"	3	2	2
60098:11	and then they found it fried on,, the radiator behind.	on,, the radiator	3	behind	1	fullnp	fullnp	1179	 "FEMALE"	 1959	 "SOUTH MIDLAND"	 2	 "GIFT"	23	41	A	2648	302	"AIR POLLUTION"	3	2	2
60416:53	oh, well, * let's hope that you, you aren't employed *-1 by that craft for too long.	by that craft	3	for too long	3	fullnp	fullnp	1179	 "FEMALE"	 1959	 "SOUTH MIDLAND"	 2	 "GIFT"	137	245	A	2648	302	"AIR POLLUTION"	3	2	2
60427:45	wh-, what kind of time frame is it, uh, looking *t*-1 for the, uh, different shifts up there?	for the, uh, different shifts	5	up there	2	fullnp	fullnp	1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	1	2	A	2650	351	"PETS"	2	1	1
60473:39	that, uh, i hear 0 they're hiring all over the place for that.	all over the place	4	for that	2			1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	17	33	A	2650	351	"PETS"	2	1	1
60593:58	so, despite the fact that i should be tying flies or fly fishing or, or going for walks in the mountains, i can't seem *-1 to get into it right now.	for walks	2	in the mountains	3	fullnp	fullnp	1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	59	112	A	2650	351	"PETS"	2	1	1
60695:25	and, and i'm looking at it as a change.	at it	2	as a change	3	pronoun		1093	 "FEMALE"	 1960	 "NORTH MIDLAND"	 2	 "GIFT"	93	180	A	2650	351	"PETS"	2	1	1
60699:11	and i'm looking at it as, as an adventure.	at it	2	as an adventure	3	pronoun		1251	 "FEMALE"	 1945	 "NORTHERN"	 2	 "CASH"	94	183	B	2650	351	"PETS"	2	1	1
61323:6	we have him on film, you know, on the video camera.	on film	2	on the video camera	4	fullnp	fullnp	1094	 "FEMALE"	 1960	 "SOUTH MIDLAND"	 2	 "CASH"	16	36	B	2657	327	"UNIVERSAL PBLIC SERV"	2	3	2
61386:13	and when he's not right at the door in the morning *t*-1 i really worry that something's happened to him, that somebody, he's got in a fight or, you know, somebody's hit him	right at the door	4	in the morning	3			1031	 "FEMALE"	 1940	 "SOUTH MIDLAND"	 3	 "GIFT"	39	76	A	2657	327	"UNIVERSAL PBLIC SERV"	2	3	2
61692:12	i'm actually working on a data base at home * just to keep track of things	on a data base	4	at home	2	fullnp	fullnp	1235	 "FEMALE"	 1957	 "NYC"	 3	 "CASH"	32	63	B	2658	366	"CONSUMER GOODS"	2	3	2
61874:29	so what, do you, uh, uh, work with a computers a at t i?	with a computers	3	at t i	3	fullnp	fullnp	1235	 "FEMALE"	 1957	 "NYC"	 3	 "CASH"	100	176	B	2658	366	"CONSUMER GOODS"	2	3	2
62306:14	and then we could talk a bit about, um, just quality of products in general, if y-, they're better or worse like if they last longer or something like that.	about, um, just quality of products	6	in general	2	fullnp	fullnp	1251	 "FEMALE"	 1945	 "NORTHERN"	 2	 "CASH"	74	159	B	2667	356	"EXERCISE AND FITNESS"	1	1	1
62370:16	we had *-1 to go across the george washington bridge to new jersey *-2 to get, to meet these people.	across the george washington bridge	5	to new jersey	3	fullnp	fullnp	1251	 "FEMALE"	 1945	 "NORTHERN"	 2	 "CASH"	94	204	B	2667	356	"EXERCISE AND FITNESS"	1	1	1
62548:95	and i thought well, if i had, uh, a nic-, a nice little, um, tape recorder, you know, so that i could put some good music on in there for her every once in a while. and then also so that i can, uh, uh, copy, uh, parts off, i, i do some musicals and things like this and if i can copy sections off that 0 i can use *t*-1 someplace so i figured well this will be good.	in there	2	for her	2		pronoun	1018	 "FEMALE"	 1962	 "SOUTH MIDLAND"	 3	 "GIFT"	155	321	A	2667	356	"EXERCISE AND FITNESS"	1	1	1
62558:69	so after that then you couldn't get a, you couldn't get a tape 0 * to play *t*-1 at the right speed in that side.	at the right speed	4	in that side	3	fullnp	fullnp	1140	 "MALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	3	6	A	2669	347	"METRIC SYSTEM"	2	1	2
62830:8	and they run for two months at a time.	for two months	3	at a time	3	fullnp	fullnp	1140	 "MALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	95	188	A	2669	347	"METRIC SYSTEM"	2	1	2
63149:23	and just the fact that i can go straight from my desk over to the, the recreation center and do it helps a lot.	straight from my desk	4	over to the, the recreation center	6			1232	 "MALE"	 1958	 "SOUTH MIDLAND"	 3	 "CASH"	89	161	A	2672	335	"RECYCLING"	1	1	1
63291:9	we were living in lubbock at the time,	in lubbock	2	at the time	3	fullnp	fullnp	1031	 "FEMALE"	 1940	 "SOUTH MIDLAND"	 3	 "GIFT"	36	61	A	2676	313	"WEATHER CLIMATE"	3	3	3
63407:44	you know, if you start *-1 talking about miles, they'd look at you like, what.	at you	2	like, what	2	pronoun		1092	 "MALE"	 1960	 "WESTERN"	 2	 "GIFT"	83	131	B	2676	313	"WEATHER CLIMATE"	3	3	3
63412:47	and also i noticed 0 in canada they, uh, you drop a quarter, fifty cents, whatever, in a coke machine up there,	in a coke machine	4	up there	2	fullnp	fullnp	1031	 "FEMALE"	 1940	 "SOUTH MIDLAND"	 3	 "GIFT"	84	135	A	2676	313	"WEATHER CLIMATE"	3	3	3
63426:27	and she has, they have had americans down there for so long, you know, that they're kind of into both systems,	down there	2	for so long, you know, that they're kind of into both systems	13			1092	 "MALE"	 1960	 "WESTERN"	 2	 "GIFT"	87	145	B	2676	313	"WEATHER CLIMATE"	3	3	3
63977:23	if they're going *-1 to go out of state for vacation that's the time 0 * to go *t*-2.	out of state	3	for vacation	2			1034	 "MALE"	 1961	 "NORTHERN"	 3	 "CASH"	86	135	B	2678	308	"MUSIC"	1	3	2
63991:13	nice * to get out of texas for a while.	out of texas	3	for a while	3			1124	 "MALE"	 1960	 "NORTH MIDLAND"	 3	 "CASH"	91	143	A	2678	308	"MUSIC"	1	3	2
64327:21	uh, i had *-1 to go up to t i on business a couple years ago	up to t i	4	on business	2			1233	 "FEMALE"	 1931	 "NEW ENGLAND"	 3	 "CASH"	119	146	A	2691	343	"HOUSES"	2	1	1
64345:6	they have some pretty nice weather out there in los angeles.	out there	2	in los angeles	3			1233	 "FEMALE"	 1931	 "NEW ENGLAND"	 3	 "CASH"	129	156	A	2691	343	"HOUSES"	2	1	1
64400:21	it was interesting. because we went out the ventura highway to thousand oaks and on up through that way.	out the ventura highway	4	to thousand oaks and on up through that way	9	fullnp	fullnp	1251	 "FEMALE"	 1945	 "NORTHERN"	 2	 "CASH"	12	24	B	2703	311	"BOOKS AND LITERATURE"	2	3	1
64466:14	so i had never listened to it bef-, till then,	to it	2	till then	2	pronoun		1251	 "FEMALE"	 1945	 "NORTHERN"	 2	 "CASH"	32	70	B	2703	311	"BOOKS AND LITERATURE"	2	3	1
64615:21	i, i lived in pittsburgh before baltimore,	in pittsburgh	2	before baltimore	2	fullnp	fullnp	1211	 "MALE"	 1964	 "SOUTH MIDLAND"	 2	 "CASH"	83	168	A	2703	311	"BOOKS AND LITERATURE"	2	3	1
64968:111	well our daughter and son-in-law moved up, back up here. he's from texas, but course she's from here, uh, about a year and a half ago, and had their house on the market down there,	on the market	3	down there	2	fullnp	fullnp	1024	 "MALE"	 1964	 "NORTH MIDLAND"	 2	 "GIFT"	11	19	A	2708	359	"FEDERAL BUDGET"	2	1	2
65360:27	so. and i haven't been back to des moines in a long time.	back to des moines	4	in a long time	4			1002	 "FEMALE"	 1963	 "SOUTHERN"	 2	 "GIFT"	77	116	B	2710	304	"CREDIT CARD USE"	2	1	1
65462:8	but i park for free up at, at memorial stadium because i know where i can do it for free *t*-1.	for free	2	up at, at memorial stadium	5			1156	 "FEMALE"	 1946	 "SOUTHERN"	 2	 "GIFT"	118	178	A	2710	304	"CREDIT CARD USE"	2	1	1
65679:16	in other words, they're in there for a purpose,	in there	2	for a purpose	3			1084	 "MALE"	 1959	 "WESTERN"	 3	 "GIFT"	50	99	B	2717	322	"CAPITAL PUNISHMENT"	1	1	1
65719:51	but see, we don't even push the fact *ich*-1 to the high school kids that there's other means of education *ich*-2 out there rather than college.	out there	2	rather than college	3			1084	 "MALE"	 1959	 "WESTERN"	 3	 "GIFT"	62	126	B	2717	322	"CAPITAL PUNISHMENT"	1	1	1
65725:47	why * not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician *t*-1?	from down on the bottom	5	as a wood worker or, you know, just a technician	10			1084	 "MALE"	 1959	 "WESTERN"	 3	 "GIFT"	64	131	B	2717	322	"CAPITAL PUNISHMENT"	1	1	1
65746:38	but they can't just bring somebody in without *-1 even having gone to, you know, school in that area before they can work, you know, for a lawyer as a paralegal.	to, you know, school	4	in that area	3	fullnp	fullnp	1117	 "MALE"	 1950	 "NORTH MIDLAND"	 2	 "CASH"	73	142	A	2717	322	"CAPITAL PUNISHMENT"	1	1	1
65746:77	but they can't just bring somebody in without *-1 even having gone to, you know, school in that area before they can work, you know, for a lawyer as a paralegal.	for a lawyer	3	as a paralegal	3	fullnp	fullnp	1117	 "MALE"	 1950	 "NORTH MIDLAND"	 2	 "CASH"	73	142	A	2717	322	"CAPITAL PUNISHMENT"	1	1	1
65840:6	you threw that question *ich*-1 on me about the deficit,	on me	2	about the deficit	3	pronoun		1117	 "MALE"	 1950	 "NORTH MIDLAND"	 2	 "CASH"	103	207	A	2717	322	"CAPITAL PUNISHMENT"	1	1	1
66082:151	it's bad because if you, you know, your bill is due on the fifteenth then i-, y-, y-, y-, you-, you're not past due until the fifteenth of the next month.	past due	2	until the fifteenth of the next month	7			1142	 "MALE"	 1963	 "NORTHERN"	 2	 "GIFT"	72	159	B	2719	356	"EXERCISE AND FITNESS"	2	3	1
66268:37	what *t*-1's amazing is 0 some of them have been on death row for a number of years.	on death row	3	for a number of years	5	fullnp	fullnp	1087	 "MALE"	 1958	 "NORTHERN"	 3	 "CASH"	1	1	B	2724	356	"EXERCISE AND FITNESS"	2	2	2
66280:81	here it's, uh, to the point where they were letting prisoners go. uh, commuting the sentences of those that *t*-1 were in, in jail for lesser crimes, in order *-2 to put more people in, into the jails *t*-3.	in jail	2	for lesser crimes	3	fullnp	fullnp	1087	 "MALE"	 1958	 "NORTHERN"	 3	 "CASH"	5	9	B	2724	356	"EXERCISE AND FITNESS"	2	2	2
66657:15	and she started *-1 running down there and all the hills.	down there	2	and all the hills	4			1091	 "FEMALE"	 1942	 "SOUTH MIDLAND"	 1	 "GIFT"	11	16	B	2729	351	"PETS"	1	2	2
66703:53	and uh, it's really, it *exp*-1's harder * to get out of bed in the morning and all kinds of stuff,	out of bed	3	in the morning	3			1073	 "MALE"	 1967	 "NORTHERN"	 3	 "CASH"	28	45	A	2729	351	"PETS"	1	2	2
66812:33	and, uh, and they're just going to town with them.	to town	2	with them	2	fullnp	pronoun	1073	 "MALE"	 1967	 "NORTHERN"	 3	 "CASH"	66	115	A	2729	351	"PETS"	1	2	2
66840:56	it's one of these really creative houses, that i grew up in *t*-1 that nothing was on the same level with anything else *t*-2.	on the same level	4	with anything else	3	fullnp	fullnp	1091	 "FEMALE"	 1942	 "SOUTH MIDLAND"	 1	 "GIFT"	77	132	B	2729	351	"PETS"	1	2	2
66930:52	i mean, it looked darker to him, because he, he was in the house with the lights on.	in the house	3	with the lights	3	fullnp	fullnp	1091	 "FEMALE"	 1942	 "SOUTH MIDLAND"	 1	 "GIFT"	111	189	B	2729	351	"PETS"	1	2	2
67018:30	so i can store my bike in my office and walk across the, uh, campus to the, uh, gym, use the shower there	across the, uh, campus	4	to the, uh, gym	4	fullnp	fullnp	1073	 "MALE"	 1967	 "NORTHERN"	 3	 "CASH"	138	250	A	2729	351	"PETS"	1	2	2
67039:38	i've got a touring bike. uh, though i haven't gone on any extended trips with it.	on any extended trips	4	with it	2	fullnp	pronoun	1073	 "MALE"	 1967	 "NORTHERN"	 3	 "CASH"	146	263	A	2729	351	"PETS"	1	2	2
67285:28	because it's just, it's along the erie canal up here.	along the erie canal	4	up here	2	fullnp	fullnp	1031	 "FEMALE"	 1940	 "SOUTH MIDLAND"	 3	 "GIFT"	69	136	A	2734	322	"CAPITAL PUNISHMENT"	2	4	3
67336:17	a person 0 *t*-1 lives across the street from me, uh, brought her home from work because a coworker of hers, uh, had this dog appear on its front doorstep,	across the street	3	from me	2	fullnp	pronoun	1052	 "MALE"	 1930	 "NYC"	 2	 "CASH"	86	170	B	2734	322	"CAPITAL PUNISHMENT"	2	4	3
